1000, 0.01374, 0.005
2000, 0.00541, 0.005
3000, 0.00436, 0.005
4000, 0.00410, 0.005
5000, 0.00358, 0.005
6000, 0.00367, 0.005
7000, 0.00350, 0.005
8000, 0.00348, 0.005
9000, 0.00335, 0.005
10000, 0.00319, 0.005
11000, 0.00491, 0.02
12000, 0.00520, 0.02
13000, 0.00376, 0.02
14000, 0.00362, 0.02
15000, 0.00358, 0.02
16000, 0.00333, 0.02
17000, 0.00321, 0.02
18000, 0.00327, 0.02
19000, 0.00327, 0.02
20000, 0.00287, 0.02
21000, 0.00290, 0.02
22000, 0.00293, 0.02
23000, 0.00279, 0.02
24000, 0.00286, 0.02
25000, 0.00237, 0.02
26000, 0.00273, 0.02
27000, 0.00272, 0.02
28000, 0.00266, 0.02
29000, 0.00244, 0.02
30000, 0.00247, 0.02
31000, 0.00253, 0.02
32000, 0.00239, 0.02
33000, 0.00230, 0.02
34000, 0.00247, 0.02
35000, 0.00236, 0.02
36000, 0.00247, 0.02
37000, 0.00250, 0.02
38000, 0.00248, 0.02
39000, 0.00220, 0.02
40000, 0.00241, 0.02
41000, 0.00247, 0.02
42000, 0.00247, 0.02
43000, 0.00221, 0.02
44000, 0.00209, 0.02
45000, 0.00231, 0.02
46000, 0.00212, 0.02
47000, 0.00219, 0.02
48000, 0.00200, 0.02
49000, 0.00228, 0.02
50000, 0.00219, 0.02
51000, 0.00212, 0.02
52000, 0.00196, 0.02
53000, 0.00243, 0.02
54000, 0.00198, 0.02
55000, 0.00213, 0.02
56000, 0.00178, 0.02
57000, 0.00232, 0.02
58000, 0.00191, 0.02
59000, 0.00205, 0.02
60000, 0.00193, 0.02
61000, 0.00198, 0.02
62000, 0.00172, 0.02
63000, 0.00177, 0.02
64000, 0.00210, 0.02
65000, 0.00197, 0.02
66000, 0.00192, 0.02
67000, 0.00184, 0.02
68000, 0.00167, 0.02
69000, 0.00207, 0.02
70000, 0.00197, 0.02
71000, 0.00209, 0.02
72000, 0.00177, 0.02
73000, 0.00182, 0.02
74000, 0.00183, 0.02
75000, 0.00181, 0.02
76000, 0.00183, 0.02
77000, 0.00196, 0.02
78000, 0.00184, 0.02
79000, 0.00212, 0.02
80000, 0.00200, 0.02
81000, 0.00191, 0.02
82000, 0.00186, 0.02
83000, 0.00196, 0.02
84000, 0.00186, 0.02
85000, 0.00188, 0.02
86000, 0.00174, 0.02
87000, 0.00163, 0.02
88000, 0.00183, 0.02
89000, 0.00166, 0.02
90000, 0.00175, 0.02
91000, 0.00167, 0.02
92000, 0.00182, 0.02
93000, 0.00180, 0.02
94000, 0.00161, 0.02
95000, 0.00171, 0.02
96000, 0.00172, 0.02
97000, 0.00166, 0.02
98000, 0.00155, 0.02
99000, 0.00163, 0.02
100000, 0.00162, 0.02
101000, 0.00159, 0.02
102000, 0.00168, 0.02
103000, 0.00179, 0.02
104000, 0.00154, 0.02
105000, 0.00158, 0.02
106000, 0.00169, 0.02
107000, 0.00169, 0.02
108000, 0.00164, 0.02
109000, 0.00153, 0.02
110000, 0.00166, 0.02
111000, 0.00166, 0.02
112000, 0.00164, 0.02
113000, 0.00172, 0.02
114000, 0.00158, 0.02
115000, 0.00150, 0.02
116000, 0.00162, 0.02
117000, 0.00152, 0.02
118000, 0.00170, 0.02
119000, 0.00144, 0.02
120000, 0.00165, 0.02
121000, 0.00153, 0.02
122000, 0.00170, 0.02
123000, 0.00149, 0.02
124000, 0.00142, 0.02
125000, 0.00148, 0.02
126000, 0.00146, 0.02
127000, 0.00139, 0.02
128000, 0.00169, 0.02
129000, 0.00153, 0.02
130000, 0.00151, 0.02
131000, 0.00145, 0.02
132000, 0.00135, 0.02
133000, 0.00150, 0.02
134000, 0.00140, 0.02
135000, 0.00176, 0.02
136000, 0.00146, 0.02
137000, 0.00152, 0.02
138000, 0.00167, 0.02
139000, 0.00145, 0.02
140000, 0.00138, 0.02
141000, 0.00148, 0.02
142000, 0.00153, 0.02
143000, 0.00137, 0.02
144000, 0.00148, 0.02
145000, 0.00141, 0.02
146000, 0.00131, 0.02
147000, 0.00160, 0.02
148000, 0.00152, 0.02
149000, 0.00143, 0.02
150000, 0.00164, 0.02
151000, 0.00154, 0.02
152000, 0.00131, 0.02
153000, 0.00152, 0.02
154000, 0.00150, 0.02
155000, 0.00152, 0.02
156000, 0.00146, 0.02
157000, 0.00144, 0.02
158000, 0.00137, 0.02
159000, 0.00132, 0.02
160000, 0.00136, 0.02
161000, 0.00152, 0.02
162000, 0.00142, 0.02
163000, 0.00131, 0.02
164000, 0.00142, 0.02
165000, 0.00130, 0.02
166000, 0.00128, 0.02
167000, 0.00151, 0.02
168000, 0.00139, 0.02
169000, 0.00137, 0.02
170000, 0.00137, 0.02
171000, 0.00143, 0.02
172000, 0.00148, 0.02
173000, 0.00147, 0.02
174000, 0.00157, 0.02
175000, 0.00140, 0.02
176000, 0.00127, 0.02
177000, 0.00132, 0.02
178000, 0.00138, 0.02
179000, 0.00133, 0.02
180000, 0.00129, 0.02
181000, 0.00128, 0.02
182000, 0.00140, 0.02
183000, 0.00136, 0.02
184000, 0.00140, 0.02
185000, 0.00138, 0.02
186000, 0.00135, 0.02
187000, 0.00137, 0.02
188000, 0.00150, 0.02
189000, 0.00139, 0.02
190000, 0.00149, 0.02
191000, 0.00132, 0.02
192000, 0.00124, 0.02
193000, 0.00127, 0.02
194000, 0.00141, 0.02
195000, 0.00131, 0.02
196000, 0.00131, 0.02
197000, 0.00145, 0.02
198000, 0.00128, 0.02
199000, 0.00124, 0.02
200000, 0.00137, 0.02
201000, 0.00122, 0.02
202000, 0.00141, 0.02
203000, 0.00121, 0.02
204000, 0.00124, 0.02
205000, 0.00122, 0.02
206000, 0.00127, 0.02
207000, 0.00122, 0.02
208000, 0.00137, 0.02
209000, 0.00133, 0.02
210000, 0.00140, 0.02
211000, 0.00115, 0.02
212000, 0.00123, 0.02
213000, 0.00141, 0.02
214000, 0.00125, 0.02
215000, 0.00140, 0.02
216000, 0.00113, 0.02
217000, 0.00124, 0.02
218000, 0.00126, 0.02
219000, 0.00153, 0.02
220000, 0.00132, 0.02
221000, 0.00129, 0.02
222000, 0.00138, 0.02
223000, 0.00114, 0.02
224000, 0.00130, 0.02
225000, 0.00133, 0.02
226000, 0.00125, 0.02
227000, 0.00124, 0.02
228000, 0.00113, 0.02
229000, 0.00124, 0.02
230000, 0.00121, 0.02
231000, 0.00139, 0.02
232000, 0.00144, 0.02
233000, 0.00135, 0.02
234000, 0.00129, 0.02
235000, 0.00148, 0.02
236000, 0.00133, 0.02
237000, 0.00121, 0.02
238000, 0.00130, 0.02
239000, 0.00119, 0.02
240000, 0.00132, 0.02
241000, 0.00135, 0.02
242000, 0.00135, 0.02
243000, 0.00146, 0.02
244000, 0.00122, 0.02
245000, 0.00132, 0.02
246000, 0.00130, 0.02
247000, 0.00126, 0.02
248000, 0.00126, 0.02
249000, 0.00127, 0.02
250000, 0.00143, 0.02
251000, 0.00145, 0.02
252000, 0.00127, 0.02
253000, 0.00116, 0.02
254000, 0.00123, 0.02
255000, 0.00127, 0.02
256000, 0.00122, 0.02
257000, 0.00129, 0.02
258000, 0.00117, 0.02
259000, 0.00115, 0.02
260000, 0.00136, 0.02
261000, 0.00116, 0.02
262000, 0.00116, 0.02
263000, 0.00129, 0.02
264000, 0.00117, 0.02
265000, 0.00139, 0.02
